weather_id,airport_id,date_time,temperature,precipitation,wind_speed,visibility,conditions
16056,47,8/22/2023 19:24,13.46,3.43,13.4,1.86,Thunderstorm
16057,26,10/8/2023 20:09,-4.2,1.16,2.05,0.29,Thunderstorm
16058,10,5/3/2023 1:44,-7.04,3.13,35.13,0.34,Thunderstorm
16059,25,11/15/2023 17:54,15.66,1.39,17.29,9.56,Snowy
16060,42,7/28/2023 3:20,-6.16,2.32,43.52,0.39,Rainy
16061,24,7/11/2023 13:36,35.38,2.49,11.35,6.38,Cloudy
16062,9,11/10/2023 6:58,8.92,3.77,2.28,8.32,Clear
16063,2,8/23/2023 2:37,38.78,2.49,6.2,0.61,Rainy
16064,31,12/24/2023 12:06,1.43,0.99,32.24,4.18,Cloudy
16065,44,12/26/2023 13:03,-1.71,1.12,14.62,4.06,Thunderstorm
16066,11,6/4/2023 16:18,4.58,0.24,35.7,8.45,Clear
16067,36,7/1/2023 8:13,-3,3.09,3.85,0.87,Snowy
16068,24,4/12/2023 6:48,-6.24,0.4,25.1,9.16,Clear
16069,35,11/7/2023 11:04,6.84,2.26,26.05,7.71,Cloudy
16070,15,1/20/2023 13:49,6.06,3.59,47.07,8.71,Clear
16071,22,7/26/2023 0:32,23.84,4.94,28.12,7.8,Snowy
16072,27,5/11/2023 5:09,-7.29,0.3,14.99,1.97,Thunderstorm
16073,18,11/24/2023 17:41,4.78,3.17,23.99,5.59,Rainy
16074,4,3/4/2023 22:10,13.99,0.09,34.66,2.23,Cloudy
16075,7,12/1/2023 3:27,5.93,2.23,35.83,5.61,Rainy
16076,5,12/22/2023 1:33,26.77,3.89,34.26,1.63,Clear
16077,29,3/5/2023 12:35,18.66,4,30.89,9.6,Cloudy
16078,21,2/27/2023 10:06,28.38,1.52,29.25,1.66,Thunderstorm
16079,47,8/18/2023 16:13,25.47,2.41,45.17,7.91,Rainy
16080,1,8/4/2023 18:17,31.36,2.92,43.43,7.7,Rainy
16081,32,4/25/2023 15:29,9.69,4.58,19.05,1.16,Rainy
16082,40,4/30/2023 11:36,-4.56,3.21,31.79,0.21,Thunderstorm
16083,29,3/23/2023 1:04,7.97,0.84,31.29,7.52,Thunderstorm
16084,49,3/17/2023 21:09,36.56,1.52,14.62,2.99,Rainy
16085,50,5/4/2023 8:19,30.6,0.4,10.3,0.43,Thunderstorm
16086,8,2/12/2023 10:19,19.43,2.8,37.85,5.43,Cloudy
16087,50,3/17/2023 9:10,17.55,4.99,21.7,3.96,Snowy
16088,39,4/5/2023 9:32,20.74,2.63,24.34,0.86,Rainy
16089,18,9/10/2023 22:42,17.93,1.81,43.8,7.91,Cloudy
16090,4,7/17/2023 12:41,13.56,1.77,3.89,7.72,Clear
16091,31,11/18/2023 21:50,7.42,0.65,29.33,5.22,Cloudy
16092,1,8/14/2023 18:37,38.99,3.07,38.03,8.33,Rainy
16093,13,6/6/2023 13:46,39.24,3.27,10.12,5.55,Clear
16094,24,1/10/2023 14:39,18.63,1.42,5.52,6.85,Rainy
16095,44,2/6/2023 8:46,32.37,4.57,9.4,2.27,Cloudy
16096,41,8/21/2023 6:11,-3.58,0.63,6.6,8.42,Thunderstorm
16097,8,12/10/2023 8:18,7.62,0.37,43.14,1.15,Cloudy
16098,32,7/23/2023 4:12,16.74,3.06,8.56,8.45,Cloudy
16099,16,9/17/2023 23:07,4.15,1.88,45.68,8.47,Snowy
16100,12,8/21/2023 14:24,8.17,2.69,23.11,5.86,Thunderstorm
16101,17,9/17/2023 2:24,8.36,1.05,4.16,1.99,Thunderstorm
16102,2,9/2/2023 0:53,12.26,0.79,48.77,2.78,Cloudy
16103,47,8/21/2023 11:52,17.88,1.98,25.76,9.75,Cloudy
16104,31,12/13/2023 17:56,8.15,4.02,22.87,1.41,Rainy
16105,43,8/31/2023 8:50,19.23,0.63,12.54,7.04,Snowy
16106,32,12/24/2023 3:27,-3.49,4.66,19.91,4.2,Rainy
16107,4,9/24/2023 13:09,-9.07,0.95,44.86,6.02,Cloudy
16108,41,2/1/2023 13:24,39.5,2.56,30.09,8.93,Clear
16109,39,10/29/2023 21:30,20.84,0.4,47.02,4.02,Snowy
16110,45,10/28/2023 12:52,-5.63,3.37,0.03,4.69,Cloudy
16111,28,8/4/2023 18:27,26.44,2.39,21.02,0.03,Clear
16112,29,3/23/2023 23:29,11.99,0.72,19.2,9.65,Cloudy
16113,11,6/19/2023 13:21,23.79,2.31,40.74,6.35,Snowy
16114,24,3/14/2023 3:13,0.78,1.53,12.21,6.27,Thunderstorm
16115,14,12/20/2023 0:37,27.39,3.62,28.31,4.83,Cloudy
16116,23,5/2/2023 5:37,31.8,0.08,46.76,4.47,Thunderstorm
16117,29,2/9/2023 9:33,16.03,4.21,22.93,5.08,Snowy
16118,39,9/8/2023 10:52,-0.11,3.02,4.2,0.29,Rainy
16119,25,10/17/2023 0:15,0.74,0.63,26.33,9.06,Snowy
16120,24,4/28/2023 7:53,26.63,3.32,9.87,4.26,Rainy
16121,1,5/8/2023 15:18,13.73,0.79,44.19,4.86,Thunderstorm
16122,24,1/29/2023 9:32,-0.92,2.69,31.38,5.49,Cloudy
16123,41,1/11/2023 11:16,12.06,4.91,26.04,1.82,Thunderstorm
16124,43,10/18/2023 9:01,-2.49,0.29,17.49,0.39,Clear
16125,12,4/26/2023 13:52,-8.65,2.44,26.55,2.25,Clear
16126,25,8/31/2023 6:22,12.24,3.38,27.92,0.47,Thunderstorm
16127,26,4/4/2023 9:09,0.17,0.99,10.79,0.42,Rainy
16128,6,9/16/2023 3:59,39.29,3,26.15,8.25,Cloudy
16129,32,5/24/2023 5:57,12.56,3.52,25.71,8.49,Snowy
16130,38,10/30/2023 6:19,17.53,4.29,39.9,4.96,Cloudy
16131,23,2/1/2023 17:57,2.04,3.88,28.41,5.7,Rainy
16132,31,8/4/2023 7:40,-9.86,0.53,10.35,3.14,Thunderstorm
16133,16,6/15/2023 6:13,31.39,4.62,10.38,7.26,Clear
16134,40,12/23/2023 9:44,30.11,0.26,49.44,0.9,Thunderstorm
16135,34,5/2/2023 7:59,30.66,4.99,5.12,0.72,Thunderstorm
16136,9,4/17/2023 12:42,9.39,0.06,35.12,0.52,Snowy
16137,43,1/21/2023 10:36,10.38,1.64,49.82,3.28,Clear
16138,15,6/21/2023 21:07,9.79,0.91,30.32,0.41,Snowy
16139,44,1/3/2023 20:34,0.38,2.45,27.23,3.76,Thunderstorm
16140,18,5/22/2023 21:24,20.04,3.67,28.31,1.99,Snowy
16141,7,5/22/2023 4:24,22.87,3.82,11.27,5.21,Clear
16142,37,9/12/2023 2:24,36.46,2.44,2.75,9.28,Rainy
16143,19,10/25/2023 15:41,-2.37,1.31,36.06,0.89,Rainy
16144,30,1/14/2023 20:26,9.68,3.13,15.52,8.75,Snowy
16145,35,2/14/2023 10:00,14.38,0.79,37.54,3.19,Snowy
16146,26,9/15/2023 18:20,19.81,1.31,7.85,3.12,Snowy
16147,37,5/30/2023 4:57,-0.31,1.89,16.09,7.95,Rainy
16148,12,7/18/2023 9:06,14,3.13,31.48,1.23,Clear
16149,20,3/30/2023 3:51,1.28,4.59,34.51,1.67,Snowy
16150,8,1/25/2023 23:14,-7.52,1.13,30.3,7.45,Clear
16151,6,5/16/2023 3:25,-1.6,4.18,48.34,3.04,Snowy
16152,27,8/6/2023 18:16,17.09,2.3,11.96,8.03,Thunderstorm
16153,31,11/4/2023 22:38,13.84,4.45,29.71,0.79,Rainy
16154,19,8/31/2023 8:37,-6.5,2.78,29.34,1.26,Clear
16155,43,5/27/2023 12:51,27.47,4.3,42.63,5.22,Thunderstorm
16156,44,8/22/2023 2:50,18.36,1.09,34.52,0.59,Cloudy
16157,12,6/2/2023 2:16,26.21,3.68,44.17,8.38,Snowy
16158,19,8/8/2023 11:09,18.2,3.26,35.41,3.41,Snowy
16159,8,4/28/2023 14:06,-7.83,3.95,31.8,0.95,Cloudy
16160,32,1/19/2023 0:33,8.42,4.38,47.45,9.14,Rainy
16161,10,4/20/2023 22:00,14.9,2.23,10.43,1.13,Thunderstorm
16162,24,11/6/2023 14:28,21.57,3.39,40.9,9.35,Rainy
16163,27,11/25/2023 0:37,-2.38,0.3,9.15,5.52,Thunderstorm
16164,33,6/20/2023 0:27,-4.35,0.06,49.38,3.78,Snowy
16165,33,6/2/2023 13:05,12.75,1.73,48.98,1.25,Cloudy
16166,6,7/7/2023 21:05,20.58,2.24,38.12,2.3,Rainy
16167,39,9/24/2023 4:41,-9.96,2.83,44.59,9.7,Rainy
16168,9,10/5/2023 5:02,34.74,0.2,31.64,1.97,Snowy
16169,50,1/9/2023 9:54,-8.27,3.95,31.03,0.7,Snowy
16170,12,10/2/2023 19:36,30.46,0.29,26.36,0.74,Rainy
16171,7,5/6/2023 7:34,36.01,2.82,37.49,6.7,Rainy
16172,42,3/3/2023 8:52,12.14,2.39,20.46,3.6,Cloudy
16173,35,2/7/2023 10:30,-9.41,1.11,6.03,2.41,Cloudy
16174,22,9/18/2023 20:34,26.84,3.03,9.71,0.01,Thunderstorm
16175,13,9/9/2023 18:56,17.69,3.61,33.5,7.32,Thunderstorm
16176,12,10/29/2023 8:46,19.66,3.83,35.69,6.7,Snowy
16177,8,8/9/2023 4:12,36.77,0.5,44.95,5.84,Snowy
16178,37,7/12/2023 3:41,14.22,3.89,44.98,0.99,Clear
16179,14,8/26/2023 15:46,-2.52,1.29,14.63,0.33,Clear
16180,4,9/1/2023 5:40,38.14,0.84,29.23,2.41,Cloudy
16181,18,9/3/2023 3:32,29.33,3.89,36.78,5.2,Rainy
16182,39,1/27/2023 13:15,39.71,4.66,42.92,2.82,Snowy
16183,17,7/31/2023 20:42,19.02,1.61,45.28,7.73,Cloudy
16184,29,11/17/2023 8:15,7.98,1.98,25.03,7.05,Rainy
16185,35,2/20/2023 7:41,11.28,2.64,36.48,8.34,Cloudy
16186,43,9/23/2023 13:53,14.61,0.59,7.01,3.38,Rainy
16187,43,9/23/2023 16:56,34.54,4.69,46.47,4.47,Rainy
16188,46,9/10/2023 16:44,-5.06,0.52,9.6,3.87,Rainy
16189,15,8/14/2023 12:59,15.36,3.34,46.81,9.22,Clear
16190,26,12/11/2023 9:11,5.82,1.15,10.37,6.61,Rainy
16191,15,3/10/2023 9:06,-1.77,2.22,37.94,2.86,Clear
16192,28,4/20/2023 23:05,26.29,3.18,8.84,7.05,Cloudy
16193,22,3/2/2023 8:13,39.88,0.54,43.44,8.75,Cloudy
16194,14,12/23/2023 22:30,27.19,1.01,7.48,2.41,Thunderstorm
16195,34,6/5/2023 6:40,20.64,0.55,9.32,4.24,Snowy
16196,25,4/12/2023 17:33,-2.75,1.63,15.04,1.34,Cloudy
16197,42,12/9/2023 16:14,2.38,4.18,14.26,4.14,Clear
16198,36,11/24/2023 3:25,8.02,0.38,22.31,8.02,Clear
16199,36,5/6/2023 15:04,-2.99,0.24,5.92,3.38,Rainy
16200,37,1/12/2023 12:00,27.62,3.52,5.1,7.31,Snowy
16201,49,6/8/2023 21:11,14.34,1.3,17.65,0.93,Thunderstorm
16202,10,2/19/2023 16:19,3.76,3.74,25.76,0.62,Cloudy
16203,47,5/12/2023 21:22,-3.54,3.11,25.14,5.36,Cloudy
16204,29,1/31/2023 18:16,16.46,4.62,39.99,7.85,Cloudy
16205,32,12/4/2023 2:24,-8.7,3.25,19.29,2.48,Snowy
16206,22,7/17/2023 4:53,22.79,0.63,10.6,2.01,Snowy
16207,24,8/8/2023 12:29,-7.88,0.02,9.22,7.53,Rainy
16208,12,1/29/2023 21:27,16.89,3.41,32.69,6.78,Rainy
16209,33,2/10/2023 2:23,3.46,3.46,37.66,2.8,Clear
16210,25,2/17/2023 4:05,21.05,4.31,7.36,8.97,Cloudy
16211,46,8/27/2023 8:16,21.54,3.39,2.14,9.42,Rainy
16212,5,6/25/2023 16:26,27.43,0.86,17.17,3.56,Rainy
16213,36,3/4/2023 6:42,-9.25,3.3,38.79,5.93,Rainy
16214,49,10/10/2023 14:50,1.89,0.04,47.69,2.12,Clear
16215,13,4/18/2023 23:56,5.96,1.18,36.45,4.63,Rainy
16216,8,2/28/2023 6:28,13.2,4.25,48.45,9.76,Clear
16217,11,9/15/2023 11:24,26.2,2.08,46.08,0.81,Cloudy
16218,2,10/7/2023 8:32,4.06,3.22,43.96,8.09,Snowy
16219,8,6/9/2023 21:53,3.02,0.27,7.56,8.76,Cloudy
16220,10,1/21/2023 22:09,38.85,0.15,26.81,7.31,Cloudy
16221,37,8/19/2023 15:59,-1.36,0.78,47.7,5.68,Clear
16222,27,1/26/2023 13:42,21.13,4.48,39.68,1.37,Snowy
16223,18,9/17/2023 15:06,27.81,0.56,46.67,8.35,Clear
16224,2,4/30/2023 11:40,4.95,3.76,10.23,5.3,Rainy
16225,47,6/14/2023 16:08,3.15,1.36,6.53,3.37,Snowy
16226,10,6/24/2023 4:00,18.98,2.64,35.46,9.56,Clear
16227,28,7/1/2023 22:37,34.88,2.6,25.05,6.99,Snowy
16228,21,9/18/2023 18:09,19.18,2.25,16.7,6.38,Thunderstorm
16229,44,11/8/2023 17:40,-5.11,3.59,14.7,7.9,Clear
16230,27,5/20/2023 2:15,9.44,0.29,1.54,3,Cloudy
16231,18,10/22/2023 15:36,-2.36,0.17,24.58,7.98,Thunderstorm
16232,45,1/3/2023 11:50,-9.32,4.8,35.23,9.67,Rainy
16233,6,3/21/2023 17:20,-4.14,3.38,21.1,0.57,Clear
16234,38,9/14/2023 11:23,31.51,0.32,48.84,5.54,Cloudy
16235,8,2/12/2023 13:05,26.98,1.65,6.46,2.94,Clear
16236,22,8/1/2023 18:53,24.01,0.16,14.01,4.33,Clear
16237,43,6/6/2023 7:55,28.92,2.47,3.52,4.9,Thunderstorm
16238,24,5/19/2023 15:07,-1.3,1.3,9.24,7.91,Rainy
16239,49,11/21/2023 17:35,38.64,2.26,28.96,7.71,Rainy
16240,1,6/8/2023 18:16,22.06,1.01,31.14,2.47,Snowy
16241,40,5/14/2023 15:36,0.18,0.39,5.5,8.48,Rainy
16242,17,4/23/2023 6:42,-7.96,3.15,2.94,9.65,Thunderstorm
16243,29,10/23/2023 22:14,35.35,0.25,15.96,6.08,Rainy
16244,38,6/4/2023 10:43,14.19,1.74,13.91,0.44,Rainy
16245,26,4/16/2023 23:03,16.54,4.9,39.12,0.16,Thunderstorm
16246,24,3/4/2023 19:35,8.28,1.78,25.56,8.58,Clear
16247,14,5/16/2023 17:21,21.89,3.38,5.32,7.94,Rainy
16248,18,9/19/2023 14:17,4.02,3.33,12.19,9.1,Cloudy
16249,50,3/26/2023 0:45,0.25,4.8,13.57,2.46,Thunderstorm
16250,42,9/23/2023 9:40,-4.94,4.35,2.71,4.32,Rainy
16251,36,5/27/2023 11:19,5.9,3.83,34.99,5.1,Cloudy
16252,39,7/23/2023 2:36,26.09,2.13,43.64,8.86,Thunderstorm
16253,13,10/22/2023 15:09,-6.28,4.96,40.26,5.36,Cloudy
16254,36,1/2/2023 23:09,18.71,0.34,17.51,7.14,Snowy
16255,18,12/26/2023 21:00,-0.47,4.52,36.49,7.44,Cloudy
16256,13,2/25/2023 7:40,28.41,3.51,11.28,2.5,Snowy
16257,1,1/16/2023 5:22,29.51,0.97,43.27,0.14,Thunderstorm
16258,49,10/16/2023 19:52,13.93,2.29,45.77,0.03,Thunderstorm
16259,41,8/24/2023 3:28,15.93,3.42,13.03,7.46,Snowy
16260,49,2/14/2023 13:30,7.09,4.5,33.91,7.38,Rainy
16261,43,6/8/2023 3:24,34.36,3.75,12.62,0.58,Thunderstorm
16262,16,3/16/2023 16:39,4.38,0.64,20.03,9.57,Snowy
16263,42,5/14/2023 10:14,5.4,0.22,44.38,5.63,Snowy
16264,11,8/16/2023 0:29,15.74,1.49,19.21,1.68,Rainy
16265,14,7/13/2023 2:49,-8.78,2.78,29.28,6.94,Snowy
16266,39,4/12/2023 22:36,13.63,2.77,14.38,2.48,Rainy
16267,35,12/9/2023 1:52,-8.01,0.01,16.21,3.33,Clear
16268,13,11/30/2023 23:49,10.88,0.09,46.36,1.13,Rainy
16269,24,3/18/2023 19:09,11.13,0.19,35.85,6.43,Thunderstorm
16270,21,8/2/2023 16:02,33.61,3.59,34.48,5.99,Rainy
16271,8,1/21/2023 14:10,38.5,0.47,39.1,7.17,Clear
16272,43,2/2/2023 13:07,30.98,2.96,45.25,5.25,Thunderstorm
16273,24,2/12/2023 1:43,14.03,4.21,3.64,0.09,Clear
16274,39,9/4/2023 0:43,-8.25,0.97,16.67,9.82,Clear
16275,6,2/18/2023 3:29,22.2,2.12,5.95,1.41,Clear
16276,21,8/14/2023 23:11,9.23,1.18,43.32,0.55,Clear
16277,6,11/26/2023 0:36,38.53,4.29,45.89,5.04,Snowy
16278,49,3/24/2023 18:19,6.27,1.65,10.95,5.28,Thunderstorm
16279,6,2/16/2023 4:09,20.5,4.8,20.93,9.09,Thunderstorm
16280,23,1/12/2023 5:33,2.01,0.08,11.24,7.84,Snowy
16281,16,9/22/2023 7:10,33.94,2.14,19.51,1.92,Clear
16282,32,12/21/2023 11:41,37.73,1.06,6.1,5.16,Cloudy
16283,24,2/14/2023 21:37,-1.37,3.14,11.47,4.87,Thunderstorm
16284,34,1/28/2023 6:55,-9.59,1.46,42.33,3.91,Clear
16285,42,7/12/2023 11:52,2.54,2.96,11.65,1.78,Cloudy
16286,42,4/14/2023 11:12,6.79,2.76,41.44,9.22,Clear
16287,9,7/29/2023 0:55,4.07,4.25,46.35,7.98,Thunderstorm
16288,30,3/31/2023 7:20,35.08,1.05,42.84,0.61,Rainy
16289,38,10/12/2023 23:50,36.4,1.23,14.28,1.83,Thunderstorm
16290,39,7/31/2023 3:05,1.01,0.47,13.8,6.29,Snowy
16291,16,9/3/2023 23:08,-7.87,4.52,28.75,7.44,Thunderstorm
16292,12,9/24/2023 2:35,20.24,0.73,10.01,3.93,Cloudy
16293,16,2/4/2023 9:57,6.76,3.42,13.59,4.33,Snowy
16294,4,6/2/2023 15:25,-5.5,3.6,48.93,5.05,Snowy
16295,41,3/14/2023 20:20,15.67,2.04,18.35,7.86,Snowy
16296,34,4/27/2023 11:12,38.65,0.29,15.32,7.25,Snowy
16297,36,7/3/2023 12:46,31.97,4.53,7.81,3.3,Thunderstorm
16298,27,2/4/2023 7:43,29.84,4.57,9.95,1.3,Rainy
16299,34,8/15/2023 17:56,8.96,2.88,24.78,9.39,Clear
16300,9,12/11/2023 18:39,8.06,3.07,48.87,9.76,Snowy
16301,30,11/22/2023 21:05,27.69,0.16,15.58,7.68,Cloudy
16302,22,5/22/2023 15:10,37.31,1.17,1.94,1.33,Rainy
16303,12,2/11/2023 23:18,34.34,1.73,35.68,9.44,Thunderstorm
16304,5,1/6/2023 10:54,0.56,2.72,27.21,7.15,Thunderstorm
16305,43,3/25/2023 14:11,16.99,0.88,0.39,5.53,Thunderstorm
16306,23,10/12/2023 9:08,37.31,2.09,28,2.95,Cloudy
16307,9,5/12/2023 18:27,8.34,3.62,17.22,2.34,Snowy
16308,26,12/25/2023 10:08,33.26,3.8,13.72,9.92,Clear
16309,18,8/30/2023 17:13,-7.83,0.84,10.04,7.39,Clear
16310,44,4/19/2023 2:39,19.03,2.97,31.56,9.44,Cloudy
16311,15,8/7/2023 21:20,-2.73,4.6,25.06,2.58,Cloudy
16312,25,12/21/2023 6:27,-6.61,0.59,42.82,0.91,Snowy
16313,36,2/17/2023 4:23,13.07,0.19,17.64,0.31,Snowy
16314,21,1/3/2023 6:42,18.95,1.36,22.42,8.02,Rainy
16315,16,11/29/2023 23:32,11.97,2.52,26.94,7.78,Rainy
16316,11,4/11/2023 1:37,38.24,3.72,33.51,7.73,Snowy
16317,41,3/4/2023 3:04,-2.41,0.34,8.28,0.99,Thunderstorm
16318,30,1/24/2023 6:42,15.05,3.89,7.38,6.71,Clear
16319,15,10/19/2023 22:50,38.49,3.8,21.87,4.48,Cloudy
16320,27,7/10/2023 17:05,19.12,3.56,47.63,9.76,Rainy
16321,8,5/13/2023 21:27,39.7,4.38,24.88,7.77,Cloudy
16322,29,7/30/2023 16:02,5.03,1.94,7.06,6.55,Snowy
16323,43,3/1/2023 5:18,18.5,3.94,37.4,6.23,Snowy
16324,21,1/1/2023 18:56,7.82,4.77,42.61,8.71,Clear
16325,37,12/25/2023 23:19,35.37,0.06,32.85,6.77,Rainy
16326,17,11/29/2023 2:04,37.42,1.44,9.87,9.15,Thunderstorm
16327,43,12/23/2023 6:22,-6.84,1.43,40.66,3.97,Clear
16328,45,4/13/2023 11:42,-1.86,2.04,32.85,1.44,Cloudy
16329,33,6/22/2023 1:57,12.04,4.99,14.12,5.13,Rainy
16330,20,11/14/2023 23:48,18.31,4.76,21.61,6.76,Clear
16331,37,7/11/2023 2:48,24.84,5,12.48,0.59,Rainy
16332,4,5/20/2023 0:30,24.67,4.86,25.03,1.69,Snowy
16333,3,11/28/2023 18:14,13.8,3.46,34.46,7.63,Thunderstorm
16334,2,3/21/2023 12:44,0.27,1.08,39.14,2.26,Thunderstorm
16335,35,11/9/2023 1:13,22.6,2.56,30.43,5.6,Thunderstorm
16336,2,9/6/2023 1:55,36.33,1.75,3.61,6.55,Thunderstorm
16337,27,10/29/2023 11:09,30.57,1.67,29.72,8.01,Thunderstorm
16338,28,11/2/2023 12:43,8.17,2.12,32.87,1.19,Cloudy
16339,13,3/10/2023 15:28,1.83,1.56,43.2,6.78,Rainy
16340,50,10/24/2023 10:21,-9.02,0.93,8.02,3.2,Rainy
16341,29,7/8/2023 9:45,6.49,3.65,30.06,4.43,Snowy
16342,39,6/16/2023 1:24,34.42,3.29,17.04,5.86,Clear
16343,29,11/30/2023 17:25,-9.76,4.36,11.25,7.98,Cloudy
16344,7,6/5/2023 22:09,4.45,0.7,42.97,9.21,Snowy
16345,4,4/12/2023 23:05,39.84,1.87,19.23,5.59,Cloudy
16346,28,2/26/2023 13:46,-1.36,2.41,6.15,5.29,Thunderstorm
16347,31,7/30/2023 19:54,25.49,2.27,48.65,5.64,Snowy
16348,16,11/12/2023 14:20,-6.51,3.38,41.7,2.16,Clear
16349,19,9/26/2023 9:08,14.41,1.5,24.79,2.53,Rainy
16350,10,5/17/2023 20:10,37.28,2.57,12.27,5.52,Clear
16351,38,5/22/2023 19:44,16.03,0.04,14.93,0.23,Thunderstorm
16352,2,7/8/2023 8:22,22.11,2.25,0.93,9.92,Snowy
16353,20,4/18/2023 12:19,1.37,4.67,45.96,9.99,Thunderstorm
16354,27,4/3/2023 9:31,27.6,4.6,0.37,3.99,Cloudy
16355,1,1/24/2023 3:01,-8.76,0.25,10.64,8.05,Thunderstorm
16356,37,5/30/2023 4:19,3.27,1.17,4.95,9.37,Cloudy
16357,23,10/31/2023 9:22,14.42,4.84,31.18,3.4,Clear
16358,30,7/24/2023 8:10,39.8,2.45,13.59,7.33,Rainy
16359,42,11/7/2023 14:22,10.89,3.15,47.06,7.66,Rainy
16360,10,7/13/2023 11:24,7.5,1.89,39.55,9.49,Snowy
16361,6,6/29/2023 11:48,8.5,3.33,7.35,2.09,Snowy
16362,40,9/10/2023 7:54,27.67,1.37,4.98,8.14,Clear
16363,27,8/19/2023 11:34,25.62,2.22,39.59,7.37,Cloudy
16364,33,4/15/2023 7:12,29.57,4.43,38.86,4.77,Clear
16365,45,7/31/2023 3:19,22.14,1.55,48.68,5.61,Rainy
16366,41,4/16/2023 7:12,26.61,1.03,24.74,6.13,Cloudy
16367,26,8/30/2023 10:01,-7.55,3.45,4.5,4.61,Cloudy
16368,7,8/5/2023 7:32,12.05,0.98,35.75,7.94,Rainy
16369,28,12/20/2023 20:29,3.17,2.84,34.49,0.83,Clear
16370,22,4/27/2023 4:24,11.58,1.7,39.91,6.95,Clear
16371,7,1/17/2023 22:22,28.1,3.09,0.55,4.11,Snowy
16372,30,8/27/2023 4:52,4.09,1.97,1.74,0.06,Clear
16373,3,1/25/2023 13:28,24.72,2.84,15.81,1.18,Rainy
16374,31,10/5/2023 2:56,6.35,0.01,47.25,7.73,Snowy
16375,18,10/13/2023 20:23,4.36,4.39,2.35,6.18,Clear
16376,46,3/2/2023 13:13,26.36,4.65,6.76,5.5,Cloudy
16377,4,11/14/2023 18:47,25.07,3.63,26.57,2.35,Rainy
16378,14,5/9/2023 12:25,8.71,4.69,42.98,0.27,Clear
16379,15,11/20/2023 9:39,13.58,4.32,11.44,3.24,Snowy
16380,23,9/2/2023 17:59,12.06,1.94,32.24,0.77,Clear
16381,34,2/23/2023 9:42,3.06,4.99,48.08,9.55,Clear
16382,26,3/4/2023 9:22,33.83,3.24,14.08,6.13,Clear
16383,49,1/15/2023 5:44,23.08,1.57,4.81,1.85,Thunderstorm
16384,4,12/9/2023 0:25,35.7,1.86,1.84,9.62,Snowy
16385,2,8/4/2023 2:13,8.44,0.88,35.83,7.8,Thunderstorm
16386,18,1/25/2023 1:43,7.29,3.72,13.39,9.54,Cloudy
16387,4,9/4/2023 19:58,13.33,2.57,36.17,0.18,Thunderstorm
16388,48,1/18/2023 23:01,3.72,4.94,16.92,1.88,Snowy
16389,50,12/26/2023 17:09,29.61,3.93,30.17,6.5,Thunderstorm
16390,41,3/30/2023 11:35,19.35,0.08,17.7,4.81,Snowy
16391,38,5/7/2023 13:31,26.8,1.32,46.5,3.69,Cloudy
16392,40,11/21/2023 16:46,15.51,2.12,36.5,7.76,Thunderstorm
16393,37,3/14/2023 12:04,26.01,0.68,16.14,9.96,Snowy
16394,48,3/7/2023 7:39,-9.95,0.29,21.84,6.75,Snowy
16395,8,4/26/2023 13:30,28.78,1.03,24.41,7.99,Cloudy
16396,18,12/19/2023 17:28,24.03,0.4,39.55,3.94,Cloudy
16397,43,6/15/2023 7:49,10.25,2.58,15.66,2.01,Clear
16398,32,9/17/2023 3:55,30.06,3.44,34.4,0.57,Snowy
16399,18,10/18/2023 8:33,28.9,4.23,26.65,1.64,Rainy
16400,22,11/15/2023 11:43,38.2,2.7,38.56,8.28,Cloudy
16401,13,7/28/2023 4:54,37.41,1.02,14.47,5.92,Cloudy
16402,7,10/10/2023 19:59,24.16,0.18,43.64,1.7,Cloudy
16403,2,6/6/2023 7:10,2.65,4.25,42.8,6.67,Thunderstorm
16404,39,5/18/2023 23:23,30.41,0.54,0.82,3.87,Thunderstorm
16405,17,7/23/2023 14:40,33.11,0.8,31.19,9.96,Clear
16406,41,5/3/2023 2:20,21.62,1.23,2.96,9.15,Rainy
16407,34,8/30/2023 9:11,23.57,3.66,20.07,5.83,Snowy
16408,14,5/26/2023 22:55,-4.89,4.46,20.49,0.59,Clear
16409,26,8/28/2023 23:48,12.14,4.59,2.37,0.88,Cloudy
16410,47,3/14/2023 17:52,16.96,2.78,15.15,1.05,Thunderstorm
16411,16,10/25/2023 0:46,3.84,3.58,1.17,6.25,Clear
16412,17,9/8/2023 0:38,39.67,2.15,14.8,3.67,Thunderstorm
16413,50,5/13/2023 0:36,26.9,0.66,24.89,0.03,Cloudy
16414,13,7/7/2023 5:32,36.03,1.54,38.25,5.97,Snowy
16415,43,3/14/2023 6:12,37.37,2.88,10.71,5.02,Snowy
16416,7,6/8/2023 10:05,-0.67,3.48,10.32,6.95,Clear
16417,2,8/10/2023 17:55,37.08,1.37,33.83,8.91,Cloudy
16418,6,12/2/2023 22:10,21.86,1.82,11.27,2.78,Rainy
16419,41,9/20/2023 11:06,7.31,2.94,25.85,9.53,Rainy
16420,41,5/10/2023 4:40,28.06,1.26,12.08,6.49,Rainy
16421,21,9/19/2023 9:34,13.45,4.78,27.22,3.06,Clear
16422,38,6/18/2023 1:39,31.52,4.47,49.69,6.45,Snowy
16423,39,12/17/2023 12:04,36.57,2.54,12.32,6.74,Rainy
16424,22,4/5/2023 6:57,8.1,4.82,37.4,8.56,Cloudy
16425,1,8/9/2023 7:10,38.51,3.34,2.36,6.26,Cloudy
