flight_id,airline_id,route_id,flight_number,scheduled_departure_date,scheduled_departure_time,scheduled_arrival_date,scheduled_arrival_time,actual_departure_date,actual_departure_time,actual_arrival_date,actual_arrival_time,scheduled_journey_time,actual_journey_time,flight_status,delay_minutes,delay_reasons,cancellation_reason
13022,3,463,UA5011,19-Aug-23,21:06:00,20-Aug-23,1:15:00,,,,,249,0,Cancelled,0,,Technical
13023,2,410,AA5092,21-Feb-23,9:20:00,21-Feb-23,18:52:00,,,,,572,0,Cancelled,0,,Operational
13024,3,394,UA7499,12-Jun-23,3:25:00,12-Jun-23,12:18:00,12-Jun-23,3:25:00,12-Jun-23,12:18:00,533,533,On Time,0,,
13025,11,288,PY4899,18-Mar-23,21:02:00,19-Mar-23,0:43:00,18-Mar-23,21:02:00,19-Mar-23,0:43:00,221,221,On Time,0,,
13026,15,251,UL4287,9-Jan-23,5:27:00,9-Jan-23,7:39:00,,,,,132,0,Cancelled,0,,Technical
13027,12,416,EF4295,9-Sep-23,15:39:00,9-Sep-23,19:07:00,9-Sep-23,15:39:00,9-Sep-23,19:07:00,208,208,On Time,0,,
13028,10,284,G42241,11-Feb-23,20:38:00,12-Feb-23,4:19:00,11-Feb-23,20:38:00,12-Feb-23,4:19:00,461,461,On Time,0,,
13029,15,70,UL2380,24-Jun-23,16:26:00,24-Jun-23,19:40:00,24-Jun-23,16:26:00,24-Jun-23,19:40:00,194,194,On Time,0,,
13030,1,30,DL7371,22-Jan-23,23:39:00,23-Jan-23,6:32:00,22-Jan-23,23:39:00,23-Jan-23,6:32:00,413,413,On Time,0,,
13031,1,9,DL7308,25-Apr-23,17:28:00,26-Apr-23,0:26:00,25-Apr-23,17:28:00,26-Apr-23,0:26:00,418,418,On Time,0,,
13032,4,387,WN9208,21-Apr-23,16:40:00,21-Apr-23,20:36:00,21-Apr-23,16:40:00,21-Apr-23,20:36:00,236,236,On Time,0,,
13033,10,395,G42932,8-Apr-23,5:37:00,8-Apr-23,14:05:00,8-Apr-23,5:37:00,8-Apr-23,14:05:00,508,508,On Time,0,,
13034,1,478,DL6076,18-Jan-23,16:17:00,18-Jan-23,23:15:00,18-Jan-23,16:17:00,18-Jan-23,23:15:00,418,418,On Time,0,,
13035,3,50,UA4919,1-Sep-23,21:05:00,1-Sep-23,22:35:00,1-Sep-23,21:05:00,1-Sep-23,22:35:00,90,90,On Time,0,,
13036,11,231,PY140,18-Jul-23,15:22:00,18-Jul-23,17:05:00,18-Jul-23,15:22:00,18-Jul-23,17:05:00,103,103,On Time,0,,
13037,2,359,AA4020,26-Apr-23,8:55:00,26-Apr-23,12:50:00,26-Apr-23,8:55:00,26-Apr-23,12:50:00,235,235,On Time,0,,
13038,15,149,UL4118,20-Jul-23,10:37:00,20-Jul-23,11:51:00,,,,,74,0,Cancelled,0,,Operational
13039,12,205,EF2162,1-Sep-23,20:34:00,2-Sep-23,2:27:00,1-Sep-23,21:41:00,2-Sep-23,3:34:00,353,420,Delayed,67,"Airline Operations, Weather",
13040,8,74,F9342,7-Jun-23,17:26:00,7-Jun-23,23:05:00,,,,,339,0,Diverted,247,,
13041,8,7,F98525,11-May-23,21:14:00,11-May-23,22:18:00,11-May-23,22:21:00,11-May-23,23:25:00,64,131,Delayed,67,"Weather, Airline Operations, Security",
13042,3,37,UA8277,25-Feb-23,10:01:00,25-Feb-23,17:13:00,25-Feb-23,10:01:00,25-Feb-23,17:13:00,432,432,On Time,0,,
13043,15,437,UL5039,16-Aug-23,1:27:00,16-Aug-23,4:28:00,16-Aug-23,1:27:00,16-Aug-23,4:28:00,181,181,On Time,0,,
13044,12,482,EF2390,6-Nov-23,8:33:00,6-Nov-23,15:45:00,6-Nov-23,8:33:00,6-Nov-23,15:45:00,432,432,On Time,0,,
13045,15,273,UL977,22-Nov-23,23:57:00,23-Nov-23,9:55:00,,,,,598,0,Cancelled,0,,Technical
13046,1,363,DL6756,21-Dec-23,6:20:00,21-Dec-23,15:34:00,21-Dec-23,6:20:00,21-Dec-23,15:34:00,554,554,On Time,0,,
13047,10,357,G41473,10-Dec-23,1:48:00,10-Dec-23,7:33:00,10-Dec-23,1:48:00,10-Dec-23,7:33:00,345,345,On Time,0,,
13048,7,210,NK9747,24-Mar-23,16:13:00,25-Mar-23,2:02:00,24-Mar-23,18:38:00,25-Mar-23,4:27:00,589,734,Delayed,145,"Weather, Air Traffic Control",
13049,13,54,OI8503,27-Jul-23,9:20:00,27-Jul-23,10:35:00,,,,,75,0,Diverted,235,,
13050,3,94,UA7739,2-May-23,6:41:00,2-May-23,12:04:00,2-May-23,6:41:00,2-May-23,12:04:00,323,323,On Time,0,,
13051,1,438,DL6035,6-Jul-23,7:10:00,6-Jul-23,10:53:00,6-Jul-23,9:18:00,6-Jul-23,13:01:00,223,351,Delayed,128,Security,
13052,8,144,F91935,5-Jan-23,19:09:00,5-Jan-23,22:18:00,5-Jan-23,19:09:00,5-Jan-23,22:18:00,189,189,On Time,0,,
13053,10,70,G48848,19-Oct-23,3:14:00,19-Oct-23,10:26:00,19-Oct-23,3:14:00,19-Oct-23,10:26:00,432,432,On Time,0,,
13054,9,169,HA9321,2-Feb-23,4:32:00,2-Feb-23,14:30:00,2-Feb-23,4:32:00,2-Feb-23,14:30:00,598,598,On Time,0,,
13055,2,111,AA4819,3-Feb-23,16:07:00,3-Feb-23,16:58:00,3-Feb-23,16:07:00,3-Feb-23,16:58:00,51,51,On Time,0,,
13056,7,328,NK9334,8-Jan-23,6:26:00,8-Jan-23,10:49:00,8-Jan-23,6:26:00,8-Jan-23,10:49:00,263,263,On Time,0,,
13057,11,235,PY596,13-Sep-23,1:54:00,13-Sep-23,9:32:00,13-Sep-23,1:54:00,13-Sep-23,9:32:00,458,458,On Time,0,,
13058,1,73,DL4095,7-May-23,10:38:00,7-May-23,13:40:00,,,,,182,0,Diverted,50,,
13059,13,117,OI9763,1-Feb-23,17:13:00,1-Feb-23,21:48:00,1-Feb-23,20:33:00,2-Feb-23,1:08:00,275,475,Delayed,200,Air Traffic Control,
13060,9,109,HA4464,9-Mar-23,11:59:00,9-Mar-23,21:25:00,9-Mar-23,11:59:00,9-Mar-23,21:25:00,566,566,On Time,0,,
13061,5,352,B67065,12-Nov-23,1:09:00,12-Nov-23,3:56:00,,,,,167,0,Cancelled,0,,Operational
13062,14,26,TZ9909,9-Mar-23,16:28:00,9-Mar-23,17:56:00,9-Mar-23,16:53:00,9-Mar-23,18:21:00,88,113,Delayed,25,"Air Traffic Control, Airline Operations, Air Traffic Control, Air Traffic Control, Airline Operations",
13063,1,430,DL8257,30-Oct-23,6:48:00,30-Oct-23,7:43:00,30-Oct-23,7:06:00,30-Oct-23,8:01:00,55,73,Delayed,18,,
13064,1,273,DL9173,9-Apr-23,14:54:00,9-Apr-23,17:25:00,9-Apr-23,15:49:00,9-Apr-23,18:20:00,151,206,Delayed,55,"Weather, Weather, Air Traffic Control, Technical",
13065,10,149,G44608,17-Jan-23,17:11:00,17-Jan-23,20:55:00,17-Jan-23,17:28:00,17-Jan-23,21:12:00,224,241,Delayed,17,"Airline Operations, Security, Air Traffic Control",
13066,3,365,UA688,5-Jun-23,0:06:00,5-Jun-23,9:43:00,5-Jun-23,2:26:00,5-Jun-23,12:03:00,577,717,Delayed,140,"Technical, Weather, Security, Weather, Security, Technical",
13067,5,264,B65577,15-Mar-23,4:19:00,15-Mar-23,7:32:00,15-Mar-23,4:19:00,15-Mar-23,7:32:00,193,193,On Time,0,,
13068,6,112,AS3292,25-Jan-23,15:58:00,25-Jan-23,21:57:00,25-Jan-23,15:58:00,25-Jan-23,21:57:00,359,359,On Time,0,,
13069,15,31,UL9297,31-May-23,9:33:00,31-May-23,17:20:00,31-May-23,9:33:00,31-May-23,17:20:00,467,467,On Time,0,,
13070,4,11,WN651,2-Dec-23,0:09:00,2-Dec-23,3:51:00,2-Dec-23,0:09:00,2-Dec-23,3:51:00,222,222,On Time,0,,
13071,13,170,OI1722,9-May-23,13:15:00,9-May-23,17:07:00,9-May-23,13:15:00,9-May-23,17:07:00,232,232,On Time,0,,
13072,11,62,PY9965,2-Dec-23,13:28:00,2-Dec-23,15:53:00,,,,,145,0,Cancelled,0,,Technical
13073,2,44,AA9679,20-Jun-23,4:47:00,20-Jun-23,11:12:00,20-Jun-23,4:47:00,20-Jun-23,11:12:00,385,385,On Time,0,,
13074,8,373,F97241,8-Mar-23,20:38:00,8-Mar-23,23:14:00,,,,,156,0,Cancelled,0,,Operational
13075,9,472,HA9376,15-May-23,11:17:00,15-May-23,17:30:00,15-May-23,11:17:00,15-May-23,17:30:00,373,373,On Time,0,,
13076,6,257,AS2129,14-Oct-23,17:04:00,15-Oct-23,1:01:00,14-Oct-23,17:04:00,15-Oct-23,1:01:00,477,477,On Time,0,,
13077,14,234,TZ6550,27-Jan-23,4:18:00,27-Jan-23,12:29:00,,,,,491,0,Diverted,70,,
13078,3,297,UA4389,27-Aug-23,19:56:00,27-Aug-23,22:38:00,27-Aug-23,23:24:00,28-Aug-23,2:06:00,162,370,Delayed,208,"Air Traffic Control, Air Traffic Control, Security, Weather",
13079,4,248,WN6470,15-Jan-23,6:45:00,15-Jan-23,10:09:00,15-Jan-23,6:45:00,15-Jan-23,10:09:00,204,204,On Time,0,,
13080,1,83,DL3189,27-Aug-23,8:44:00,27-Aug-23,17:11:00,27-Aug-23,12:18:00,27-Aug-23,20:45:00,507,721,Delayed,214,,
13081,5,70,B67440,10-Jan-23,15:36:00,10-Jan-23,20:17:00,10-Jan-23,15:36:00,10-Jan-23,20:17:00,281,281,On Time,0,,
13082,2,262,AA2568,24-Jun-23,8:23:00,24-Jun-23,14:54:00,,,,,391,0,Cancelled,0,,Operational
13083,12,452,EF3635,13-Oct-23,19:03:00,13-Oct-23,21:51:00,13-Oct-23,19:03:00,13-Oct-23,21:51:00,168,168,On Time,0,,
13084,3,32,UA4401,13-Feb-23,16:11:00,13-Feb-23,23:49:00,13-Feb-23,16:11:00,13-Feb-23,23:49:00,458,458,On Time,0,,
13085,4,466,WN5462,13-Apr-23,22:55:00,14-Apr-23,5:23:00,13-Apr-23,22:55:00,14-Apr-23,5:23:00,388,388,On Time,0,,
13086,5,380,B62774,9-Jun-23,16:47:00,9-Jun-23,22:53:00,,,,,366,0,Cancelled,0,,Operational
13087,8,446,F94698,29-Jun-23,18:19:00,30-Jun-23,0:58:00,29-Jun-23,18:19:00,30-Jun-23,0:58:00,399,399,On Time,0,,
13088,3,476,UA1630,3-Jan-23,10:19:00,3-Jan-23,18:37:00,3-Jan-23,10:19:00,3-Jan-23,18:37:00,498,498,On Time,0,,
13089,2,261,AA975,27-Jul-23,17:52:00,27-Jul-23,23:38:00,27-Jul-23,19:29:00,28-Jul-23,1:15:00,346,443,Delayed,97,"Airline Operations, Weather, Technical",
13090,15,337,UL4380,5-Oct-23,0:00:00,5-Oct-23,1:26:00,5-Oct-23,0:00:00,5-Oct-23,1:26:00,86,86,On Time,0,,
13091,7,455,NK6045,15-Jan-23,6:35:00,15-Jan-23,7:54:00,,,,,79,0,Cancelled,0,,Weather
13092,7,73,NK2647,20-Sep-23,1:20:00,20-Sep-23,7:07:00,20-Sep-23,3:47:00,20-Sep-23,9:34:00,347,494,Delayed,147,"Weather, Technical",
13093,11,301,PY465,12-Mar-23,13:43:00,12-Mar-23,16:25:00,12-Mar-23,13:43:00,12-Mar-23,16:25:00,162,162,On Time,0,,
13094,2,208,AA610,15-Jul-23,17:30:00,16-Jul-23,1:37:00,15-Jul-23,17:30:00,16-Jul-23,1:37:00,487,487,On Time,0,,
13095,1,209,DL1019,2-Apr-23,6:32:00,2-Apr-23,13:18:00,2-Apr-23,6:32:00,2-Apr-23,13:18:00,406,406,On Time,0,,
13096,1,299,DL262,13-Apr-23,7:17:00,13-Apr-23,15:32:00,13-Apr-23,7:17:00,13-Apr-23,15:32:00,495,495,On Time,0,,
13097,15,100,UL2758,5-Oct-23,16:17:00,5-Oct-23,23:37:00,5-Oct-23,16:17:00,5-Oct-23,23:37:00,440,440,On Time,0,,
13098,9,252,HA6111,10-Dec-23,22:25:00,11-Dec-23,2:44:00,10-Dec-23,22:25:00,11-Dec-23,2:44:00,259,259,On Time,0,,
13099,4,74,WN2255,1-Feb-23,6:18:00,1-Feb-23,12:07:00,1-Feb-23,6:18:00,1-Feb-23,12:07:00,349,349,On Time,0,,
13100,11,261,PY8208,25-Oct-23,2:29:00,25-Oct-23,10:22:00,25-Oct-23,2:29:00,25-Oct-23,10:22:00,473,473,On Time,0,,
13101,9,57,HA4176,31-Oct-23,7:21:00,31-Oct-23,16:10:00,31-Oct-23,7:21:00,31-Oct-23,16:10:00,529,529,On Time,0,,
13102,6,211,AS3673,23-Mar-23,2:45:00,23-Mar-23,9:55:00,23-Mar-23,5:08:00,23-Mar-23,12:18:00,430,573,Delayed,143,Technical,
13103,13,165,OI5997,22-May-23,17:34:00,22-May-23,18:37:00,22-May-23,19:14:00,22-May-23,20:17:00,63,163,Delayed,100,Security,
13104,8,63,F94679,13-Sep-23,21:54:00,13-Sep-23,23:55:00,13-Sep-23,21:54:00,13-Sep-23,23:55:00,121,121,On Time,0,,
13105,10,129,G43592,13-Nov-23,2:28:00,13-Nov-23,3:29:00,13-Nov-23,2:28:00,13-Nov-23,3:29:00,61,61,On Time,0,,
13106,14,353,TZ6099,20-Apr-23,7:14:00,20-Apr-23,15:22:00,20-Apr-23,7:14:00,20-Apr-23,15:22:00,488,488,On Time,0,,
13107,2,489,AA1531,25-Nov-23,4:48:00,25-Nov-23,13:28:00,25-Nov-23,4:48:00,25-Nov-23,13:28:00,520,520,On Time,0,,
13108,8,22,F91571,2-Jul-23,15:19:00,2-Jul-23,23:48:00,2-Jul-23,16:43:00,3-Jul-23,1:12:00,509,593,Delayed,84,"Weather, Air Traffic Control",
13109,9,176,HA381,4-May-23,9:14:00,4-May-23,14:19:00,4-May-23,11:33:00,4-May-23,16:38:00,305,444,Delayed,139,"Airline Operations, Technical",
13110,9,83,HA5951,13-Feb-23,15:33:00,13-Feb-23,22:07:00,13-Feb-23,15:33:00,13-Feb-23,22:07:00,394,394,On Time,0,,
13111,10,490,G46538,28-Aug-23,0:49:00,28-Aug-23,5:24:00,28-Aug-23,1:21:00,28-Aug-23,5:56:00,275,307,Delayed,32,Weather,
13112,7,118,NK1198,22-Sep-23,23:07:00,23-Sep-23,1:28:00,22-Sep-23,23:07:00,23-Sep-23,1:28:00,141,141,On Time,0,,
13113,11,81,PY1176,15-Aug-23,12:08:00,15-Aug-23,21:03:00,,,,,535,0,Cancelled,0,,Technical
13114,6,286,AS7135,6-Jul-23,19:23:00,7-Jul-23,1:35:00,6-Jul-23,21:31:00,7-Jul-23,3:43:00,372,500,Delayed,128,Air Traffic Control,
13115,15,129,UL6191,2-Jul-23,19:51:00,3-Jul-23,0:40:00,2-Jul-23,19:51:00,3-Jul-23,0:40:00,289,289,On Time,0,,
13116,2,195,AA1454,24-Mar-23,11:14:00,24-Mar-23,15:47:00,24-Mar-23,11:14:00,24-Mar-23,15:47:00,273,273,On Time,0,,
13117,6,271,AS5724,16-Apr-23,5:13:00,16-Apr-23,9:22:00,16-Apr-23,7:39:00,16-Apr-23,11:48:00,249,395,Delayed,146,Airline Operations,
13118,3,23,UA5184,28-Jun-23,11:17:00,28-Jun-23,16:25:00,28-Jun-23,12:54:00,28-Jun-23,18:02:00,308,405,Delayed,97,"Weather, Air Traffic Control, Technical, Weather",
13119,14,327,TZ5698,4-Feb-23,20:08:00,5-Feb-23,1:22:00,4-Feb-23,20:08:00,5-Feb-23,1:22:00,314,314,On Time,0,,
13120,14,186,TZ2429,15-Jun-23,14:16:00,15-Jun-23,20:06:00,,,,,350,0,Diverted,211,,
13121,4,395,WN4647,10-Aug-23,18:01:00,10-Aug-23,21:41:00,10-Aug-23,18:01:00,10-Aug-23,21:41:00,220,220,On Time,0,,
13122,5,149,B61770,20-May-23,4:45:00,20-May-23,10:38:00,20-May-23,7:10:00,20-May-23,13:03:00,353,498,Delayed,145,"Security, Airline Operations, Security, Weather, Airline Operations, Technical",
13123,15,458,UL2489,17-Apr-23,2:03:00,17-Apr-23,8:08:00,17-Apr-23,2:03:00,17-Apr-23,8:08:00,365,365,On Time,0,,
13124,7,403,NK4281,20-Nov-23,13:44:00,20-Nov-23,19:46:00,20-Nov-23,13:44:00,20-Nov-23,19:46:00,362,362,On Time,0,,
13125,9,331,HA9592,1-Oct-23,21:17:00,2-Oct-23,5:27:00,1-Oct-23,21:17:00,2-Oct-23,5:27:00,490,490,On Time,0,,
13126,6,486,AS5974,4-Jun-23,11:56:00,4-Jun-23,21:37:00,4-Jun-23,11:56:00,4-Jun-23,21:37:00,581,581,On Time,0,,
13127,9,60,HA3607,14-Nov-23,20:17:00,15-Nov-23,0:32:00,,,,,255,0,Diverted,53,,
13128,1,222,DL3182,11-Nov-23,17:26:00,11-Nov-23,20:04:00,11-Nov-23,17:26:00,11-Nov-23,20:04:00,158,158,On Time,0,,
13129,3,281,UA921,5-Aug-23,4:43:00,5-Aug-23,13:20:00,5-Aug-23,4:43:00,5-Aug-23,13:20:00,517,517,On Time,0,,
13130,1,83,DL849,15-Apr-23,15:01:00,15-Apr-23,21:40:00,15-Apr-23,15:01:00,15-Apr-23,21:40:00,399,399,On Time,0,,
13131,12,127,EF7694,30-Apr-23,4:40:00,30-Apr-23,10:55:00,30-Apr-23,4:40:00,30-Apr-23,10:55:00,375,375,On Time,0,,
13132,6,103,AS3272,27-Jan-23,2:56:00,27-Jan-23,6:16:00,27-Jan-23,4:49:00,27-Jan-23,8:09:00,200,313,Delayed,113,"Security, Technical, Airline Operations, Airline Operations",
13133,6,302,AS2195,18-Apr-23,0:27:00,18-Apr-23,8:12:00,18-Apr-23,0:27:00,18-Apr-23,8:12:00,465,465,On Time,0,,
13134,15,223,UL7605,10-May-23,12:33:00,10-May-23,19:41:00,10-May-23,12:33:00,10-May-23,19:41:00,428,428,On Time,0,,
13135,11,448,PY986,21-Jun-23,4:39:00,21-Jun-23,5:26:00,21-Jun-23,4:39:00,21-Jun-23,5:26:00,47,47,On Time,0,,
13136,10,422,G43818,18-Dec-23,21:31:00,19-Dec-23,1:08:00,18-Dec-23,21:31:00,19-Dec-23,1:08:00,217,217,On Time,0,,
13137,7,348,NK9338,29-Nov-23,12:05:00,29-Nov-23,21:01:00,29-Nov-23,12:05:00,29-Nov-23,21:01:00,536,536,On Time,0,,
13138,9,449,HA7842,28-Jan-23,7:16:00,28-Jan-23,14:28:00,28-Jan-23,7:16:00,28-Jan-23,14:28:00,432,432,On Time,0,,
13139,2,116,AA9504,13-Dec-23,10:12:00,13-Dec-23,12:14:00,13-Dec-23,10:12:00,13-Dec-23,12:14:00,122,122,On Time,0,,
13140,13,448,OI7490,19-Mar-23,1:37:00,19-Mar-23,4:06:00,19-Mar-23,2:08:00,19-Mar-23,4:37:00,149,180,Delayed,31,,
13141,8,85,F93471,13-Jan-23,9:56:00,13-Jan-23,14:40:00,13-Jan-23,9:56:00,13-Jan-23,14:40:00,284,284,On Time,0,,
13142,10,359,G42339,29-Aug-23,21:47:00,30-Aug-23,0:18:00,29-Aug-23,21:47:00,30-Aug-23,0:18:00,151,151,On Time,0,,
13143,4,468,WN8461,5-Apr-23,8:02:00,5-Apr-23,15:01:00,5-Apr-23,8:02:00,5-Apr-23,15:01:00,419,419,On Time,0,,
13144,15,466,UL1580,1-May-23,2:32:00,1-May-23,9:47:00,1-May-23,2:32:00,1-May-23,9:47:00,435,435,On Time,0,,
13145,3,253,UA3679,9-Mar-23,8:40:00,9-Mar-23,18:21:00,9-Mar-23,8:40:00,9-Mar-23,18:21:00,581,581,On Time,0,,
13146,14,439,TZ4785,6-May-23,12:07:00,6-May-23,16:19:00,6-May-23,12:07:00,6-May-23,16:19:00,252,252,On Time,0,,
13147,5,129,B62221,14-Jan-23,14:10:00,14-Jan-23,20:04:00,,,,,354,0,Cancelled,0,,Technical
13148,2,210,AA3429,7-Apr-23,19:40:00,8-Apr-23,0:28:00,7-Apr-23,19:40:00,8-Apr-23,0:28:00,288,288,On Time,0,,
13149,13,92,OI1009,14-Sep-23,18:01:00,14-Sep-23,21:47:00,14-Sep-23,18:01:00,14-Sep-23,21:47:00,226,226,On Time,0,,
13150,13,80,OI6292,11-Oct-23,12:47:00,11-Oct-23,19:49:00,11-Oct-23,12:47:00,11-Oct-23,19:49:00,422,422,On Time,0,,
13151,4,106,WN5432,3-Jan-23,15:20:00,3-Jan-23,17:56:00,3-Jan-23,15:20:00,3-Jan-23,17:56:00,156,156,On Time,0,,
13152,7,347,NK8281,13-Nov-23,14:09:00,13-Nov-23,19:35:00,13-Nov-23,15:22:00,13-Nov-23,20:48:00,326,399,Delayed,73,"Airline Operations, Air Traffic Control, Weather",
13153,3,216,UA7782,4-Apr-23,11:58:00,4-Apr-23,14:13:00,4-Apr-23,11:58:00,4-Apr-23,14:13:00,135,135,On Time,0,,
13154,4,313,WN507,3-Jun-23,20:50:00,4-Jun-23,5:46:00,3-Jun-23,20:50:00,4-Jun-23,5:46:00,536,536,On Time,0,,
13155,12,58,EF7947,8-Nov-23,0:50:00,8-Nov-23,2:33:00,8-Nov-23,0:50:00,8-Nov-23,2:33:00,103,103,On Time,0,,
13156,6,101,AS4442,24-Apr-23,5:34:00,24-Apr-23,13:18:00,24-Apr-23,5:34:00,24-Apr-23,13:18:00,464,464,On Time,0,,
13157,1,223,DL6986,6-Nov-23,13:01:00,6-Nov-23,18:37:00,6-Nov-23,13:01:00,6-Nov-23,18:37:00,336,336,On Time,0,,
13158,6,63,AS1198,12-Oct-23,12:35:00,12-Oct-23,22:00:00,,,,,565,0,Cancelled,0,,Technical
13159,4,243,WN7459,10-Dec-23,8:28:00,10-Dec-23,11:05:00,10-Dec-23,8:28:00,10-Dec-23,11:05:00,157,157,On Time,0,,
13160,11,251,PY994,29-Mar-23,9:15:00,29-Mar-23,18:06:00,29-Mar-23,9:15:00,29-Mar-23,18:06:00,531,531,On Time,0,,
13161,2,84,AA1372,20-Jun-23,21:31:00,21-Jun-23,5:20:00,20-Jun-23,21:31:00,21-Jun-23,5:20:00,469,469,On Time,0,,
13162,6,180,AS7413,23-Apr-23,8:26:00,23-Apr-23,17:40:00,23-Apr-23,9:12:00,23-Apr-23,18:26:00,554,600,Delayed,46,"Airline Operations, Security, Weather, Security, Weather",
13163,8,304,F99133,2-Sep-23,15:48:00,3-Sep-23,1:42:00,2-Sep-23,15:48:00,3-Sep-23,1:42:00,594,594,On Time,0,,
13164,11,386,PY938,21-Sep-23,20:56:00,22-Sep-23,5:16:00,21-Sep-23,20:56:00,22-Sep-23,5:16:00,500,500,On Time,0,,
13165,9,143,HA1750,17-May-23,6:13:00,17-May-23,12:56:00,17-May-23,6:13:00,17-May-23,12:56:00,403,403,On Time,0,,
13166,13,494,OI741,1-Jul-23,13:24:00,1-Jul-23,20:41:00,,,,,437,0,Cancelled,0,,Weather
13167,11,353,PY8967,27-Apr-23,1:14:00,27-Apr-23,4:22:00,27-Apr-23,1:14:00,27-Apr-23,4:22:00,188,188,On Time,0,,
13168,4,80,WN3719,7-Sep-23,19:06:00,8-Sep-23,4:36:00,7-Sep-23,19:37:00,8-Sep-23,5:07:00,570,601,Delayed,31,,
13169,12,54,EF9932,26-Jan-23,6:47:00,26-Jan-23,10:12:00,26-Jan-23,8:46:00,26-Jan-23,12:11:00,205,324,Delayed,119,"Technical, Security, Airline Operations",
13170,14,231,TZ8587,1-Aug-23,4:25:00,1-Aug-23,8:25:00,1-Aug-23,4:25:00,1-Aug-23,8:25:00,240,240,On Time,0,,
13171,6,269,AS8718,5-Feb-23,2:19:00,5-Feb-23,10:07:00,5-Feb-23,2:19:00,5-Feb-23,10:07:00,468,468,On Time,0,,
13172,8,18,F98020,10-Feb-23,22:11:00,11-Feb-23,6:48:00,10-Feb-23,22:11:00,11-Feb-23,6:48:00,517,517,On Time,0,,
13173,7,43,NK6249,6-Mar-23,3:28:00,6-Mar-23,9:28:00,6-Mar-23,3:28:00,6-Mar-23,9:28:00,360,360,On Time,0,,
13174,5,182,B6154,2-May-23,23:11:00,3-May-23,6:02:00,2-May-23,23:11:00,3-May-23,6:02:00,411,411,On Time,0,,
13175,2,154,AA6175,20-Jun-23,13:24:00,20-Jun-23,18:52:00,20-Jun-23,13:24:00,20-Jun-23,18:52:00,328,328,On Time,0,,
13176,10,38,G47476,28-Jul-23,10:45:00,28-Jul-23,19:27:00,28-Jul-23,10:45:00,28-Jul-23,19:27:00,522,522,On Time,0,,
13177,2,383,AA2073,20-Feb-23,16:29:00,20-Feb-23,20:47:00,20-Feb-23,16:29:00,20-Feb-23,20:47:00,258,258,On Time,0,,
13178,3,446,UA3187,22-Aug-23,11:43:00,22-Aug-23,19:12:00,22-Aug-23,11:43:00,22-Aug-23,19:12:00,449,449,On Time,0,,
13179,4,457,WN126,16-Nov-23,22:25:00,17-Nov-23,2:10:00,16-Nov-23,22:25:00,17-Nov-23,2:10:00,225,225,On Time,0,,
13180,6,240,AS8139,27-Jul-23,8:40:00,27-Jul-23,13:30:00,27-Jul-23,8:40:00,27-Jul-23,13:30:00,290,290,On Time,0,,
13181,15,186,UL7491,14-Dec-23,10:45:00,14-Dec-23,12:16:00,14-Dec-23,10:45:00,14-Dec-23,12:16:00,91,91,On Time,0,,
13182,7,168,NK3651,18-Dec-23,14:27:00,18-Dec-23,15:26:00,18-Dec-23,14:27:00,18-Dec-23,15:26:00,59,59,On Time,0,,
13183,4,149,WN4474,12-Feb-23,21:57:00,13-Feb-23,2:42:00,12-Feb-23,21:57:00,13-Feb-23,2:42:00,285,285,On Time,0,,
13184,11,45,PY4024,14-Aug-23,20:46:00,14-Aug-23,22:46:00,14-Aug-23,23:50:00,15-Aug-23,1:50:00,120,304,Delayed,184,"Airline Operations, Air Traffic Control",
13185,8,486,F97373,19-Sep-23,6:07:00,19-Sep-23,7:59:00,19-Sep-23,6:07:00,19-Sep-23,7:59:00,112,112,On Time,0,,
13186,14,309,TZ1920,7-Sep-23,4:36:00,7-Sep-23,5:34:00,7-Sep-23,4:36:00,7-Sep-23,5:34:00,58,58,On Time,0,,
13187,4,369,WN7347,24-Jun-23,20:49:00,25-Jun-23,4:47:00,24-Jun-23,20:49:00,25-Jun-23,4:47:00,478,478,On Time,0,,
13188,12,412,EF9077,15-Aug-23,2:22:00,15-Aug-23,9:51:00,15-Aug-23,2:22:00,15-Aug-23,9:51:00,449,449,On Time,0,,
13189,9,455,HA9088,3-Jun-23,4:11:00,3-Jun-23,13:15:00,3-Jun-23,6:26:00,3-Jun-23,15:30:00,544,679,Delayed,135,"Air Traffic Control, Technical",
13190,11,158,PY8649,12-Jan-23,16:33:00,12-Jan-23,21:15:00,12-Jan-23,16:33:00,12-Jan-23,21:15:00,282,282,On Time,0,,
13191,4,221,WN3334,10-Oct-23,23:37:00,11-Oct-23,3:14:00,10-Oct-23,23:37:00,11-Oct-23,3:14:00,217,217,On Time,0,,
13192,12,31,EF980,1-Oct-23,3:50:00,1-Oct-23,13:31:00,1-Oct-23,4:17:00,1-Oct-23,13:58:00,581,608,Delayed,27,"Weather, Security",
13193,14,355,TZ3525,18-Oct-23,22:41:00,19-Oct-23,2:17:00,18-Oct-23,22:41:00,19-Oct-23,2:17:00,216,216,On Time,0,,
13194,13,431,OI6919,28-May-23,1:05:00,28-May-23,2:31:00,28-May-23,1:05:00,28-May-23,2:31:00,86,86,On Time,0,,
13195,13,251,OI9462,4-Apr-23,9:30:00,4-Apr-23,14:00:00,4-Apr-23,9:30:00,4-Apr-23,14:00:00,270,270,On Time,0,,
